id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,floor_area,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,BMI
4113,4,2,2,1,8,1,1,3,-8,1,80,4,4,3,1,4,3,3,4,2,5,-8,-8,-8,-8,5000,4,2,5,3,1,3,2,4,-8,50,27.68166089965398
4114,3,2,17,1,1,1,1,4,20000,1,90,5,5,4,2,3,2,1,1,3,1,4,19,3,4,30000,8,3,5,3,3,2,1,4,2,36,21.484374999999996
4115,3,2,21,2,1,1,1,2,0,1,160,4,4,2,1,3,3,1,4,4,4,-8,-8,-8,-8,0,4,2,5,3,7,3,1,4,2,73,18.49112426035503
4116,4,1,16,2,1,1,1,1,12600,1,100,2,3,4,1,1,3,2,2,1,4,-8,-8,-8,-8,60000,8,2,5,2,3,3,2,3,2,72,18.36547291092746
4117,4,2,31,1,1,1,1,4,30000,1,88,3,3,5,1,4,3,1,4,3,3,-8,-8,-8,-8,30000,6,3,5,3,3,2,1,4,2,25,27.68166089965398
4118,3,1,5,2,1,1,1,3,8000,1,70,2,2,2,2,1,2,1,1,4,1,6,4,2,5,8000,6,1,4,3,3,3,3,2,3,44,22.03856749311295
4119,4,2,21,2,1,1,1,3,10000,1,300,5,5,4,1,2,2,1,3,5,3,-8,-8,-8,-8,40000,8,3,5,3,3,2,2,3,2,40,21.513858510523864
4120,3,2,10,2,1,1,1,4,5000,1,200,2,2,5,1,2,5,1,4,4,3,-8,-8,-8,-8,40000,6,3,6,3,3,2,1,4,2,49,22.939750692520775
4121,4,2,9,2,1,1,1,1,0,1,120,4,4,4,1,2,4,1,4,4,2,-8,-8,-8,-8,70000,8,3,5,3,3,2,1,4,-8,66,18.730489073881373
4122,4,2,2,2,8,1,1,4,20000,1,620,3,4,3,1,3,4,2,4,1,3,-8,-8,-8,-8,60000,8,3,5,3,3,2,1,4,3,38,18.554687499999996
4123,4,1,27,1,4,0,4,6,12000,4,70,3,3,4,1,2,4,1,4,5,5,-8,-8,-8,-8,24000,5,2,5,3,3,3,2,4,2,70,26.367187499999996
4124,5,1,13,1,6,1,1,7,0,1,200,5,3,4,1,4,3,3,4,8,6,-8,-8,-8,-8,12000,7,3,5,3,1,2,2,2,1,18,26.629935720844816
4125,2,1,29,1,1,1,1,4,20000,1,90,3,4,4,1,4,3,3,4,4,5,-8,-8,-8,-8,20000,6,2,5,3,3,2,3,3,3,58,22.49134948096886
4126,4,2,8,1,4,0,4,12,2000,2,112,4,4,4,1,3,4,3,3,4,1,9,5,3,3,50000,7,3,5,3,1,2,2,3,2,21,21.79930795847751
4127,5,1,1,2,1,1,1,9,40000,1,57,5,5,5,2,4,4,2,4,6,1,7,11,2,3,120000,5,3,5,2,3,3,2,5,-8,30,26.23355580417422
4128,3,1,2,1,1,1,1,4,4000,1,60,4,3,4,1,3,4,3,2,2,4,-8,-8,-8,-8,4000,4,2,5,3,1,3,3,2,3,50,25.390624999999996
4129,1,1,11,2,1,1,1,4,0,1,110,4,4,5,2,4,3,1,1,2,5,-8,-8,-8,-8,0,5,2,5,3,3,3,2,4,4,69,24.97398543184183
4130,5,2,23,2,1,1,1,6,15000,2,85.5,5,4,4,1,2,3,4,4,6,6,-8,-8,-8,-8,16000,6,2,5,3,1,3,1,4,2,19,18.289894833104707
4131,4,1,1,2,1,1,2,10,50000,-8,100,4,4,5,2,3,3,3,4,6,1,4,10,2,3,100000,6,3,5,3,3,2,1,4,2,41,21.773842357381334
4132,4,1,27,2,1,1,1,4,20000,1,32,2,2,2,2,1,5,1,4,1,1,4,30,2,4,45000,5,2,4,3,3,3,1,4,3,69,22.892819979188342
4133,4,2,10,2,1,1,1,1,4200,1,90,2,2,3,1,1,5,1,5,5,3,-8,-8,-8,-8,10000,5,2,5,3,3,3,2,5,2,62,21.484374999999996
4134,5,2,16,2,1,1,1,4,40000,1,90,5,5,5,1,2,4,3,2,5,1,4,3,2,4,100000,11,3,6,3,1,2,2,3,3,18,22.031725684986377
4135,4,2,18,2,1,0,1,3,10000,1,100,4,3,5,1,1,1,1,3,5,2,-8,-8,-8,-8,20000,8,3,5,3,3,2,1,4,2,56,29.296874999999993
4136,5,1,17,1,1,1,1,4,30000,1,140,4,4,5,2,3,3,3,4,5,1,4,35,2,4,100000,8,3,6,2,3,2,1,4,2,52,27.041644131963228
4137,4,1,1,2,1,1,1,12,200000,4,140,5,5,5,2,2,4,4,3,5,1,4,20,2,3,400000,6,4,5,2,3,1,2,4,2,43,16.633534828999146
4138,4,1,27,2,3,1,1,7,0,1,52,4,4,4,4,3,3,2,2,4,5,-8,-8,-8,-8,12000,6,2,5,3,3,3,2,3,3,36,23.21663379355687
4139,4,1,8,2,4,0,8,1,5000,1,18,3,3,2,1,2,4,1,2,1,3,-8,-8,-8,-8,30000,9,2,5,3,3,3,3,3,3,41,22.03856749311295
4140,5,2,30,1,1,1,1,1,15000,1,300,5,5,5,1,1,5,1,1,-8,1,1,-8,2,5,15000,6,3,5,3,3,2,1,4,2,62,18.36547291092746
4141,4,1,11,2,1,1,1,4,0,1,80,4,4,4,1,1,2,3,2,-8,6,-8,-8,-8,-8,-8,7,3,5,3,1,2,1,4,-8,19,19.531249999999996
4142,5,1,28,1,1,1,1,3,30000,1,15,3,3,3,4,2,2,2,4,4,4,-8,-8,-8,-8,30000,5,3,5,3,7,2,2,3,3,36,17.99816345270891
4143,4,1,4,1,1,1,1,10,50000,2,100,4,5,4,2,3,4,4,2,3,1,4,1,2,4,50000,4,2,5,3,1,2,1,2,2,21,27.968016063681024
4144,4,1,10,2,1,1,1,1,0,1,60,2,2,3,1,2,3,1,4,5,4,-8,-8,-8,-8,40000,5,4,4,3,3,2,1,4,2,63,23.437499999999996
4145,4,1,27,2,3,1,1,9,14000,4,50,4,5,5,2,2,5,4,4,5,1,4,20,2,3,40000,4,3,5,3,3,2,2,4,3,44,25.71166207529844
4146,3,2,10,1,1,1,1,4,50000,1,150,4,5,5,1,2,1,1,3,5,4,-8,-8,-8,-8,60000,7,3,5,3,3,2,3,4,2,45,23.661438615467823
4147,4,2,19,2,1,1,1,1,-8,1,20,2,3,4,1,1,2,1,4,5,5,-8,-8,-8,-8,30000,5,3,5,3,4,2,1,3,-8,68,22.22222222222222
4148,4,1,19,2,1,1,1,10,30000,4,98,4,5,3,4,3,4,3,2,3,1,4,1,2,3,30000,4,2,6,2,1,2,1,3,2,21,19.531249999999996
4149,4,2,2,1,1,1,3,4,40000,1,200,4,3,3,1,4,1,1,-8,3,1,4,16,3,4,50000,6,3,5,3,3,2,1,3,2,37,19.721036967980208
4150,1,1,9,1,1,1,1,4,15000,1,40,4,3,4,2,4,3,3,2,1,5,-8,-8,-8,-8,40000,5,2,4,3,3,3,3,4,3,51,19.140624999999996
4151,5,1,4,2,1,1,3,4,40000,1,90,4,4,3,1,4,3,3,3,5,1,4,9,2,3,100000,7,2,6,2,3,2,2,3,2,40,22.656249999999996
4152,4,1,1,2,1,1,1,1,540,1,99,3,5,5,5,1,5,1,4,1,6,-8,-8,-8,-8,6480,4,1,5,3,7,3,2,3,-8,85,19.531249999999996
4153,4,1,18,1,1,1,1,6,50000,1,130,5,4,4,5,2,3,2,4,4,1,4,22,2,4,70000,8,2,5,3,3,3,1,4,2,45,20.04744562130375
4154,4,2,23,1,1,1,1,3,12000,1,80,3,5,4,1,2,2,1,4,5,2,-8,-8,-8,-8,12000,4,2,5,3,3,3,1,4,2,49,19.834710743801654
4155,4,2,2,1,4,0,4,3,-8,1,400,4,4,4,1,3,2,1,4,5,4,-8,-8,-8,-8,50000,5,2,5,3,3,2,2,4,2,75,20.703124999999996
4156,4,1,27,2,1,1,1,10,29000,1,105,4,3,4,2,3,4,3,4,5,5,-8,-8,-8,-8,29000,4,3,5,3,7,2,2,4,2,70,16.601562499999996
4157,4,1,6,2,1,1,1,1,24000,1,47.5,3,3,3,5,2,4,1,3,5,5,-8,-8,-8,-8,50000,4,3,4,3,7,2,2,3,2,56,16.023073225444637
4158,5,1,16,1,1,1,1,3,5000,1,80,2,2,2,1,2,4,1,5,5,5,-8,-8,-8,-8,10000,5,2,4,3,3,3,2,4,2,80,22.49134948096886
4159,3,1,18,2,1,1,1,6,4000,1,300,4,4,4,2,2,1,1,2,5,5,-8,-8,-8,-8,6000,5,2,5,3,3,3,2,4,3,54,22.600262984878366
4160,5,2,27,1,3,0,8,3,30000,1,70,4,4,5,1,5,5,1,3,3,3,-8,-8,-8,-8,50000,5,2,5,3,3,2,2,3,2,46,24.489795918367346
4161,4,1,1,1,1,1,1,6,9600,1,59.5,3,4,4,2,3,3,3,4,5,5,-8,-8,-8,-8,45600,5,2,5,3,3,3,2,3,3,57,29.054752066115704
4162,4,1,2,2,8,1,1,4,40000,1,168,4,3,3,2,4,3,2,4,3,1,3,2,2,2,50000,6,2,5,3,3,3,2,3,2,46,21.484374999999996
4163,4,2,16,1,1,1,1,4,10000,1,181,4,4,4,1,4,3,2,4,5,4,-8,-8,-8,-8,20000,5,3,5,3,3,2,2,3,2,61,20.761245674740486
4164,4,1,13,2,1,1,1,5,24000,4,120,4,3,3,2,4,4,4,4,5,5,-8,-8,-8,-8,50000,7,3,5,2,7,2,2,3,3,68,28.061224489795922
4165,4,1,27,1,3,1,1,6,0,2,83,5,5,4,2,2,4,4,4,5,6,-8,-8,-8,-8,80000,6,4,5,3,1,2,2,4,-8,21,18.11375437749064
4166,5,1,4,1,1,0,1,4,150000,1,5,4,5,5,1,5,4,1,3,3,1,4,11,2,3,200000,12,4,6,3,3,1,1,4,1,30,29.411764705882355
4167,2,1,13,1,1,1,1,4,20000,1,50,4,4,3,1,3,3,1,2,2,1,4,15,2,3,-8,5,2,5,3,1,3,2,2,3,32,27.548209366391188
4168,4,1,2,1,4,0,4,1,40000,1,350,4,4,4,1,3,4,1,4,6,2,-8,-8,-8,-8,40000,9,3,6,3,3,1,2,4,2,62,23.198315069747565
4169,3,1,26,1,1,1,1,12,100000,1,150,5,3,3,2,4,2,3,3,5,1,4,6,2,3,200000,4,4,6,2,1,2,1,3,2,28,18.314459265590184
4170,4,1,15,1,1,1,1,3,25000,1,150,4,5,4,2,2,3,1,4,5,1,4,38,2,4,60000,7,2,5,3,3,3,2,3,3,63,21.626297577854675
4171,4,2,15,1,1,1,1,4,50000,1,200,4,4,4,1,3,3,2,3,5,1,4,5,2,4,13000,9,3,5,3,3,2,2,4,2,30,22.857142857142858
4172,3,1,19,2,1,1,1,4,40000,1,50,4,4,5,2,3,4,3,4,6,1,4,19,2,4,40000,4,3,6,3,6,2,1,3,2,42,22.76146753597469
4173,4,2,6,1,1,1,1,3,20000,1,100,4,3,3,1,3,3,1,4,3,3,-8,-8,-8,-8,20000,4,2,5,3,7,3,1,4,2,60,24.508945765204302
4174,5,1,18,2,1,1,1,12,40000,1,126,4,4,4,2,2,3,4,2,7,1,4,14,2,3,80000,6,3,5,2,3,2,1,4,3,41,25.529644871208653
4175,3,1,6,2,1,1,1,1,0,1,90,2,2,3,1,2,3,1,3,4,4,-8,-8,-8,-8,60000,4,2,5,3,7,2,1,3,3,84,20.54419284149014
4176,4,1,5,2,1,1,2,6,-8,2,40,4,5,3,2,3,3,3,4,5,6,-8,-8,-8,-8,-8,5,3,6,3,1,2,2,4,-8,18,20.70081674131507
4177,4,1,18,2,1,1,1,6,30000,1,120,5,4,4,1,4,2,2,2,4,1,3,18,2,5,50000,5,3,5,3,3,2,1,4,2,44,20.281233098972418
4178,4,1,16,2,1,1,1,3,24000,1,85,4,4,5,2,4,4,3,4,4,5,-8,-8,-8,-8,24000,4,2,5,3,7,2,3,4,2,67,22.22222222222222
4179,5,1,21,2,1,1,1,4,0,1,125,3,5,5,5,2,4,1,3,5,4,-8,-8,-8,-8,-8,9,2,5,3,3,2,2,3,2,60,21.484374999999996
4180,4,1,24,2,1,1,1,10,48000,4,100,4,5,5,1,4,4,4,4,5,1,4,3,2,3,-8,5,3,1,3,3,2,2,3,2,26,18.289894833104707
4181,4,1,27,2,1,1,1,9,50000,1,52,4,4,4,2,2,2,4,3,5,1,4,27,2,4,100000,5,3,5,3,3,3,2,4,3,47,20.811654526534856
4182,2,1,12,2,1,1,1,1,6000,1,160,3,4,3,1,3,2,1,1,4,1,6,24,3,5,6000,4,2,5,3,7,3,2,3,3,66,23.53036634346221
4183,3,2,31,2,1,1,1,3,0,1,80,3,5,3,1,3,5,1,3,1,4,-8,-8,-8,-8,40000,7,3,5,3,3,2,2,3,-8,40,23.422090729783037
4184,4,1,29,1,1,1,1,1,24000,1,40,3,3,3,2,2,4,1,4,4,5,-8,-8,-8,-8,24000,5,2,4,3,3,2,2,3,2,58,24.489795918367346
4185,3,1,1,1,1,1,1,12,200000,4,26,4,4,4,2,2,2,4,3,5,1,4,8,2,3,-8,5,3,1,3,3,2,2,3,2,32,20.04744562130375
4186,4,1,6,1,1,1,1,3,-8,1,50,2,2,3,2,2,2,1,3,6,5,-8,-8,-8,-8,-8,4,3,5,3,7,2,2,5,-8,87,19.531249999999996
4187,4,1,19,2,1,0,4,10,20000,1,99,4,5,4,5,4,4,3,2,4,1,4,12,2,4,150000,8,3,6,3,3,3,1,4,3,45,21.35930624973301
4188,4,2,13,2,8,1,1,4,15000,1,180,3,3,3,1,2,2,1,4,5,3,-8,-8,-8,-8,20000,4,3,5,3,3,2,2,5,1,62,19.771071800208116
4189,3,1,12,1,1,1,1,3,17000,1,80,4,4,4,4,3,4,4,3,4,1,5,31,2,3,17000,7,2,7,3,3,3,2,2,2,45,21.971335857220122
4190,5,2,16,2,1,1,1,1,0,1,80,2,2,4,1,5,4,5,4,5,4,-8,-8,-8,-8,-8,4,3,4,3,7,2,2,4,2,48,17.804967129291455
4191,4,1,6,2,1,1,1,3,110000,1,120,3,4,4,1,2,2,2,4,4,1,3,7,2,5,130000,8,3,5,3,3,2,1,3,2,40,19.531249999999996
4192,4,1,18,1,1,1,1,9,36000,1,180,5,4,4,2,3,4,4,3,5,1,4,30,2,3,50000,7,4,7,2,4,1,1,4,2,50,26.196592752839376
4193,4,2,5,2,1,1,1,4,50000,1,65,4,4,5,1,3,4,1,4,4,1,3,12,2,5,70000,6,3,6,2,3,2,1,4,2,37,21.484374999999996
4194,5,1,26,1,1,1,1,7,150000,1,102,5,5,4,5,4,5,5,2,4,1,7,30,2,4,220000,6,3,5,3,3,2,1,4,2,48,23.148148148148145
4195,3,1,16,2,1,1,1,1,4800,1,100,2,2,3,2,1,4,1,4,5,4,-8,-8,-8,-8,12000,5,3,5,3,3,3,2,3,2,66,28
4196,4,1,19,1,1,1,3,5,150000,1,50,4,5,4,4,3,3,2,3,6,1,3,7,2,5,300000,5,3,7,2,3,2,1,4,2,26,20.761245674740486
4197,5,2,5,2,1,1,1,3,10000,1,100,4,4,4,1,4,4,1,4,6,3,-8,-8,-8,-8,20000,7,2,5,3,3,3,2,3,3,46,23.437499999999996
4198,4,2,29,2,1,1,1,3,2000,1,70,5,5,5,1,2,3,1,3,3,3,-8,-8,-8,-8,10000,7,2,5,3,3,3,2,4,3,55,29.296874999999993
4199,4,1,16,1,1,1,1,3,20000,1,140,3,4,5,1,5,3,1,2,4,3,-8,-8,-8,-8,20000,6,2,5,3,3,3,2,2,2,46,24.38652644413961
4200,4,1,15,2,1,1,1,12,90000,4,90,3,3,3,1,2,3,3,4,5,1,4,2,2,3,90000,4,4,4,3,1,2,1,4,2,26,20.37273242630386
4201,3,2,21,1,8,1,1,3,6000,1,120,2,1,2,1,2,4,1,4,7,3,-8,-8,-8,-8,28000,5,2,5,3,3,3,1,2,-8,57,27.343749999999996
4202,5,1,15,1,1,1,1,3,40000,1,100,5,4,4,1,4,3,1,3,6,1,4,15,2,5,70000,6,4,5,3,3,2,2,3,2,58,23.437499999999996
4203,5,2,23,1,1,1,1,8,3000,2,120,4,4,4,1,3,3,3,2,4,5,-8,-8,-8,-8,30000,7,3,5,3,1,2,2,4,3,18,18.93700290367378
4204,4,2,21,2,8,1,1,3,0,1,100,4,4,5,1,4,4,1,4,1,4,-8,-8,-8,-8,20000,4,2,5,3,3,3,2,4,2,46,22.86236854138088
4205,5,1,5,2,1,1,1,9,38000,1,90,5,5,5,2,3,4,2,4,5,1,5,27,2,4,80000,6,3,5,3,3,2,2,3,2,46,18.818924310286427
4206,5,2,11,1,1,1,1,4,20000,1,120,5,5,5,1,2,4,1,4,4,1,3,5,2,5,20000,5,3,5,2,3,2,2,4,2,24,17.301038062283737
4207,4,1,12,2,1,0,6,3,-8,1,120,5,5,5,1,3,3,2,3,-8,6,-8,-8,-8,-8,-8,8,-8,5,3,3,2,2,-8,-8,48,24.97398543184183
4208,4,2,5,1,1,1,1,4,50000,1,200,4,4,4,1,4,4,2,3,6,1,3,30,2,5,100000,8,4,5,2,3,2,1,4,1,50,22.857142857142858
4209,4,1,12,2,1,1,1,5,0,1,90,5,5,4,4,3,3,3,2,5,1,4,10,2,3,200000,6,3,5,2,3,2,1,3,2,31,16.528925619834713
4210,4,1,21,1,1,1,1,6,20000,1,110,3,3,3,1,2,4,3,4,5,5,-8,-8,-8,-8,30000,5,3,5,3,3,2,2,4,-8,53,24.221453287197235
4211,4,1,4,2,1,1,1,12,70000,4,72,3,3,4,2,3,5,1,4,5,5,-8,-8,-8,-8,150000,5,3,4,3,7,2,2,4,2,61,20.576131687242793
4212,4,2,6,1,1,1,1,1,20000,1,140,5,4,4,1,3,3,1,4,4,3,-8,-8,-8,-8,20000,4,3,5,3,7,2,2,4,2,68,19.664115646258505
4213,4,2,9,1,1,1,1,4,15000,1,200,3,3,4,1,2,2,1,4,6,2,-8,-8,-8,-8,15000,7,2,5,3,3,2,2,4,2,53,20.408163265306122
4214,4,2,6,1,1,1,1,3,5000,1,100,2,3,3,1,2,2,1,4,5,2,-8,-8,-8,-8,30000,6,3,5,3,3,2,2,4,2,48,21.71806608974573
4215,5,2,10,1,1,1,1,4,40000,1,350,4,4,4,1,2,3,1,4,5,1,4,18,2,4,50000,7,3,5,3,3,2,2,4,2,38,22.49134948096886
4216,5,2,18,2,1,0,2,1,0,1,167,2,1,4,1,3,1,1,4,8,4,-8,-8,-8,-8,1300,8,3,5,3,3,2,1,4,-8,74,26.367187499999996
4217,4,2,10,2,1,1,1,4,10000,1,50,3,4,4,1,4,4,2,4,6,1,4,7,2,5,40000,5,3,5,2,3,2,2,4,2,47,21.484374999999996
4218,4,2,13,1,6,1,1,7,36000,1,140,4,5,5,4,2,3,3,4,6,5,-8,-8,-8,-8,36000,5,2,5,3,3,1,1,2,3,63,23.437499999999996
4219,4,1,31,1,3,0,4,4,20000,1,40,2,3,5,1,1,-8,3,1,1,1,4,24,2,4,20000,8,1,5,3,3,3,3,4,3,41,26.729927495071667
4220,5,1,4,2,1,0,2,3,36000,1,80,4,5,5,5,2,4,1,4,5,5,-8,-8,-8,-8,110000,7,3,5,3,7,2,2,4,2,87,24.97398543184183
4221,4,1,31,1,1,1,1,4,11000,1,44.6,3,3,3,2,2,4,1,4,3,1,4,20,2,4,20000,6,2,5,3,3,3,2,5,2,56,20.41522491349481
4222,3,2,9,1,1,1,1,3,5000,1,300,2,3,3,1,3,3,1,2,10,2,-8,-8,-8,-8,15000,7,3,5,3,3,2,2,3,2,53,24.212293388429753
4223,4,1,7,1,1,1,1,6,5000,1,40,2,3,4,5,2,2,2,4,4,5,-8,-8,-8,-8,8000,5,2,5,3,3,3,2,4,3,55,22.49134948096886
4224,3,1,1,1,1,1,1,1,91200,1,39,3,3,3,2,4,3,1,3,5,5,-8,-8,-8,-8,84000,5,2,5,3,3,3,2,3,3,85,25.95155709342561
4225,4,2,17,1,1,1,1,3,24000,4,200,4,4,4,4,2,3,1,4,6,5,-8,-8,-8,-8,24000,5,3,5,3,3,2,1,4,2,70,24.221453287197235
4226,4,1,31,2,1,1,1,9,18000,1,100,4,5,5,2,2,4,1,1,5,5,-8,-8,-8,-8,50000,5,3,6,2,3,2,2,4,4,53,26.367187499999996
4227,4,2,15,2,1,1,1,1,-8,1,60,5,3,3,1,4,4,1,4,6,4,-8,-8,-8,-8,-8,4,3,5,3,3,2,2,-8,-8,77,24.167162403331353
4228,4,2,31,1,1,1,1,3,5000,1,100,5,4,4,1,4,3,1,3,7,3,-8,-8,-8,-8,10000,5,3,5,3,3,2,1,4,2,62,20.761245674740486
4229,4,2,18,2,1,1,1,4,0,1,380,4,5,5,1,4,5,1,3,5,2,-8,-8,-8,-8,50000,5,3,5,3,3,2,1,3,2,56,23.875114784205696
4230,5,1,4,1,3,1,1,12,15000,2,136,4,5,3,5,2,5,3,3,6,1,4,1,2,4,55000,6,3,7,3,1,2,1,4,2,24,17.301038062283737
4231,3,1,21,2,1,1,1,3,7000,1,65,3,4,4,1,1,2,2,2,1,4,-8,-8,-8,-8,8000,5,2,4,3,1,3,1,3,3,44,22.070312499999996
4232,4,1,18,1,1,1,1,4,20000,1,100,5,4,4,1,2,4,3,4,5,1,4,4,3,4,50000,6,3,5,3,1,2,1,4,2,20,23.356401384083046
4233,4,2,16,2,1,1,1,1,1200,1,100,3,2,3,1,1,3,1,4,4,4,-8,-8,-8,-8,3000,6,2,5,3,7,3,2,-8,3,90,18.22222222222222
4234,5,2,31,1,1,1,1,3,10000,1,300,5,5,5,1,3,4,2,4,6,3,-8,-8,-8,-8,30000,5,3,5,3,3,2,2,5,2,49,23.18339100346021
4235,3,2,23,2,1,1,1,3,1000,1,120,4,2,3,1,2,4,1,1,4,4,-8,-8,-8,-8,30000,5,2,5,3,3,3,1,5,3,45,22.20633068613798
4236,4,1,5,2,1,0,6,4,21000,1,64,5,5,5,2,2,2,2,4,5,1,4,28,2,5,21000,5,3,4,3,4,2,2,4,2,51,28.344671201814062
4237,5,1,5,2,1,0,1,7,20000,1,16,3,3,4,2,3,3,3,3,-8,5,-8,-8,-8,-8,20000,3,3,3,3,7,3,1,2,2,59,16.649323621227886
4238,4,1,17,2,1,1,1,7,20000,1,84,5,5,3,2,2,2,2,3,5,1,4,14,2,3,60000,6,2,5,3,3,3,2,3,3,34,22.68108578893889
4239,4,1,4,1,1,1,1,12,60000,4,67,5,5,3,2,3,4,3,2,6,1,4,16,2,3,100000,5,2,5,2,3,2,2,5,2,37,15.035584215977813
4240,4,2,17,2,1,1,3,4,30000,1,272,3,3,3,1,2,4,2,3,-8,1,4,23,2,4,30000,6,2,5,3,3,3,2,-8,3,48,25.236340330075304
4241,4,1,18,2,1,1,1,6,50000,1,100,5,5,5,2,3,3,1,3,5,1,3,-8,2,2,100000,7,3,5,3,3,2,2,4,2,19,26.122448979591837
4242,3,2,29,1,1,1,1,3,10000,1,30,4,4,4,1,3,3,1,4,2,3,-8,-8,-8,-8,20000,7,2,5,3,3,3,2,3,3,46,22.49134948096886
4243,4,1,15,2,1,1,1,2,3600,1,150,4,4,4,1,2,2,2,4,4,5,-8,-8,-8,-8,10000,5,2,5,3,3,2,1,3,2,65,22.892819979188342
4244,3,1,10,1,1,1,1,3,1000,1,105,4,4,2,1,2,1,1,3,3,1,3,3,2,5,2000,6,3,5,3,3,3,2,4,2,43,18.144868631151112
4245,3,1,16,1,1,0,1,4,10000,1,180,3,5,3,1,4,4,1,2,3,3,-8,-8,-8,-8,15000,5,-8,6,3,1,2,1,3,2,34,26.07897153351699
4246,3,2,17,2,1,1,1,4,10000,1,260,5,5,4,1,2,3,2,2,5,1,4,4,3,4,40000,5,3,5,3,3,2,2,3,3,27,23.437499999999996
4247,4,2,6,2,1,1,1,3,5000,1,130,2,3,3,1,2,2,1,4,3,4,-8,-8,-8,-8,20000,7,3,5,3,3,2,2,3,2,64,24.97398543184183
4248,2,2,29,1,1,1,1,2,0,1,100,2,3,2,1,4,4,1,3,1,3,-8,-8,-8,-8,5000,4,2,5,3,1,1,1,2,2,63,18.945312499999996
4249,4,1,7,2,1,1,1,12,36000,1,50,5,5,5,2,2,3,3,3,5,1,4,3,2,4,60000,6,3,4,3,1,2,1,4,3,25,23.437499999999996
4250,4,1,15,1,1,1,1,4,9600,4,200,4,3,4,1,1,2,3,4,5,4,-8,-8,-8,-8,12000,5,3,5,3,3,1,2,3,2,78,22.031725684986377
4251,4,1,13,2,1,1,1,4,20000,1,80,4,4,5,5,2,3,1,1,1,5,-8,-8,-8,-8,36000,6,1,5,3,3,3,2,3,3,58,28.444444444444443
4252,3,2,2,1,8,1,1,4,10000,1,500,5,4,4,1,3,3,1,3,4,2,-8,-8,-8,-8,30000,4,3,5,3,3,3,2,4,2,53,25.720164609053494
4253,2,2,2,2,1,1,2,4,24000,1,30,4,3,3,1,3,2,1,2,2,1,4,2,2,4,40000,5,2,5,3,4,2,2,3,2,36,22.892819979188342
4254,4,1,7,2,1,1,1,6,23000,1,40,4,5,3,2,1,4,1,4,8,5,-8,-8,-8,-8,55400,5,3,5,3,3,2,2,4,-8,58,23.327518357742708
4255,4,2,22,2,8,0,3,3,1000,1,40,2,2,2,1,5,4,1,3,6,4,-8,-8,-8,-8,2000,5,3,5,3,3,3,2,4,2,76,20
4256,3,2,31,2,1,1,1,1,8000,1,70,1,2,3,1,1,5,5,4,3,4,-8,-8,-8,-8,12000,5,2,5,3,3,3,2,4,2,75,19.531249999999996
4257,5,1,23,1,1,1,1,10,30000,1,10,5,5,5,1,3,4,4,3,5,1,4,1,2,4,50000,4,3,5,3,2,2,2,3,3,25,20.761245674740486
4258,4,1,21,2,1,1,1,4,0,1,90,4,5,4,5,4,3,2,4,4,5,-8,-8,-8,-8,40000,6,3,5,3,3,2,2,4,-8,32,19.531249999999996
4259,4,1,15,1,1,1,1,12,70000,1,140,4,4,4,2,4,4,3,2,6,1,4,5,2,4,200000,6,4,6,3,1,1,2,3,3,28,23.37472607742878
4260,4,1,6,1,1,1,1,1,100,1,140,3,3,3,2,2,2,1,4,3,1,6,13,3,4,3000,6,2,5,3,3,2,2,3,3,53,25.351541373715524
4261,4,2,15,1,1,1,1,4,50000,1,240,4,4,4,1,2,2,1,2,2,1,4,32,3,4,70000,5,2,5,3,3,3,1,3,3,49,27.755102040816325
4262,5,2,10,2,1,1,1,7,0,1,110,4,4,4,1,3,3,2,4,5,5,-8,-8,-8,-8,20000,7,3,5,3,4,2,2,4,2,35,22.86236854138088
4263,4,1,7,2,1,1,1,4,28800,1,46,4,4,3,2,4,1,1,2,4,5,-8,-8,-8,-8,28800,5,2,5,3,3,3,3,4,3,55,25.03605191475725
4264,3,1,11,1,1,1,1,6,-8,1,80,3,5,4,5,1,3,2,3,5,1,4,25,2,4,-8,6,3,5,3,3,2,2,5,2,44,25.64891761567662
4265,4,2,6,1,1,1,1,3,2000,4,120,4,4,4,1,4,4,2,4,3,4,-8,-8,-8,-8,20000,8,3,5,3,3,2,2,4,2,65,25.95155709342561
4266,4,1,31,1,1,1,1,10,30000,1,63,4,5,4,2,3,2,1,1,4,1,3,6,2,2,50000,5,2,5,3,3,2,3,4,4,30,27.68166089965398
4267,2,1,6,1,1,1,1,4,15000,1,100,3,4,4,1,3,3,1,2,6,3,-8,-8,-8,-8,20000,5,3,5,3,3,3,2,4,2,59,21.12029384756658
4268,4,1,12,1,1,0,8,13,100000,1,85,5,5,5,4,4,3,4,3,5,1,4,21,2,3,100000,6,2,4,3,3,2,2,4,3,42,24.221453287197235
4269,4,2,6,1,1,1,1,12,25000,1,120,2,2,3,1,2,3,2,4,3,5,-8,-8,-8,-8,37000,5,3,5,3,3,2,1,5,2,81,16.372080590731397
4270,3,1,31,1,1,1,1,4,30000,1,48,3,5,5,1,3,4,1,2,5,1,6,10,3,5,30000,5,3,5,3,3,2,1,3,2,34,20.515086478979924
